gene	Sample_ID	compendium_version	drugs	rollup_cohort	Pathway_support_for_outlier
CD36	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200),HALLMARK_FATTY_ACID_METABOLISM(11/158),REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(9/72),KEGG_PPAR_SIGNALING_PATHWAY(8/69),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(14/478),KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY(7/67),REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM(9/168),REACTOME_HEMOSTASIS(10/466),HALLMARK_MYOGENESIS(7/200),HALLMARK_XENOBIOTIC_METABOLISM(7/200),REACTOME_DEVELOPMENTAL_BIOLOGY(9/396),REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION(5/208),BIOCARTA_PPARA_PATHWAY(3/58),KEGG_ECM_RECEPTOR_INTERACTION(3/84),REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_(3/89),REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION(3/104)
CDKN2C	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200)
CDO1	TH34_1400_S01	v8		pancancer	HALLMARK_XENOBIOTIC_METABOLISM(7/200),KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM(2/10),REACTOME_SULFUR_AMINO_ACID_METABOLISM(2/24)
CEBPA	TH34_1400_S01	v8		pancancer	PID_HNF3B_PATHWAY(3/45)
CEBPA	TH34_1400_S01	v8		pandisease	PID_HNF3B_PATHWAY(3/45)
CFD	TH34_1400_S01	v8		pancancer	REACTOME_HEMOSTASIS(10/466),HALLMARK_MYOGENESIS(7/200),REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION(5/208),HALLMARK_COAGULATION(4/138),BIOCARTA_COMP_PATHWAY(2/19),REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_(3/89),REACTOME_COMPLEMENT_CASCADE(2/32)
CFD	TH34_1400_S01	v8		pandisease	HALLMARK_MYOGENESIS(8/200),REACTOME_HEMOSTASIS(8/466),BIOCARTA_COMP_PATHWAY(2/19)
CHRDL1	TH34_1400_S01	v8		pancancer	NABA_MATRISOME(15/1028),NABA_MATRISOME_ASSOCIATED(8/753)
CIDEA	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200),HALLMARK_FATTY_ACID_METABOLISM(11/158),HALLMARK_KRAS_SIGNALING_UP(4/200)
CIDEA	TH34_1400_S01	v8		pandisease	HALLMARK_ADIPOGENESIS(28/200),HALLMARK_FATTY_ACID_METABOLISM(18/158)
CIDEC	TH34_1400_S01	v8		pancancer	NA
CIDEC	TH34_1400_S01	v8		pandisease	NA
CILP	TH34_1400_S01	v8		pancancer	NABA_MATRISOME(15/1028),NABA_ECM_GLYCOPROTEINS(7/196),NABA_CORE_MATRISOME(7/275)
CLEC3B	TH34_1400_S01	v8		pancancer	NABA_MATRISOME(15/1028),NABA_MATRISOME_ASSOCIATED(8/753)
CNTFR	TH34_1400_S01	v8		pancancer	NA
CSAD	TH34_1400_S01	v8		pancancer	HALLMARK_XENOBIOTIC_METABOLISM(7/200),KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM(2/10),REACTOME_SULFUR_AMINO_ACID_METABOLISM(2/24)
CSAD	TH34_1400_S01	v8		pandisease	HALLMARK_XENOBIOTIC_METABOLISM(11/200),REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES(6/200)
CTIF	TH34_1400_S01	v8		pancancer	NA
CTIF	TH34_1400_S01	v8		pandisease	NA
CXorf36	TH34_1400_S01	v8		pancancer	NA
DGAT2	TH34_1400_S01	v8		pancancer	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(14/478),REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM(9/168),REACTOME_TRIGLYCERIDE_BIOSYNTHESIS(5/38),KEGG_RETINOL_METABOLISM(5/64),REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS(5/82),KEGG_GLYCEROLIPID_METABOLISM(4/49),REACTOME_PHOSPHOLIPID_METABOLISM(5/198)
DGAT2	TH34_1400_S01	v8		pandisease	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(21/478),REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM(14/168),REACTOME_TRIGLYCERIDE_BIOSYNTHESIS(7/38),REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS(7/82),KEGG_GLYCEROLIPID_METABOLISM(6/49),KEGG_RETINOL_METABOLISM(6/64),REACTOME_PHOSPHOLIPID_METABOLISM(7/198)
EBF1	TH34_1400_S01	v8		pancancer	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(9/72),REACTOME_DEVELOPMENTAL_BIOLOGY(9/396)
ECM2	TH34_1400_S01	v8		pancancer	NABA_MATRISOME(15/1028),NABA_ECM_GLYCOPROTEINS(7/196),NABA_CORE_MATRISOME(7/275)
ELMOD3	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200)
ELMOD3	TH34_1400_S01	v8		pandisease	HALLMARK_ADIPOGENESIS(28/200)
FABP4	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200),REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(9/72),KEGG_PPAR_SIGNALING_PATHWAY(8/69),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(14/478),REACTOME_DEVELOPMENTAL_BIOLOGY(9/396),REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS(3/13),REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT(4/46)
FABP4	TH34_1400_S01	v8		pandisease	HALLMARK_ADIPOGENESIS(28/200),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(21/478),KEGG_PPAR_SIGNALING_PATHWAY(9/69),REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(8/72),REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS(3/13),REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT(4/46),REACTOME_DEVELOPMENTAL_BIOLOGY(8/396)
FAM47E-STBD1	TH34_1400_S01	v8		pancancer	NO_PATHWAY_SUPPORT_RESULTS
FAM47E-STBD1	TH34_1400_S01	v8		pandisease	NO_PATHWAY_SUPPORT_RESULTS
FMO2	TH34_1400_S01	v8		pancancer	REACTOME_BIOLOGICAL_OXIDATIONS(6/139),REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS(4/70),KEGG_DRUG_METABOLISM_CYTOCHROME_P450(3/72)
FMO2	TH34_1400_S01	v8		pandisease	REACTOME_BIOLOGICAL_OXIDATIONS(8/139),REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS(6/70),KEGG_DRUG_METABOLISM_CYTOCHROME_P450(3/72)
G0S2	TH34_1400_S01	v8		pancancer	HALLMARK_FATTY_ACID_METABOLISM(11/158),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(14/478),REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM(9/168),HALLMARK_KRAS_SIGNALING_UP(4/200),REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION(3/104)
G0S2	TH34_1400_S01	v8		pandisease	HALLMARK_FATTY_ACID_METABOLISM(18/158),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(21/478),REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM(14/168)
GHR	TH34_1400_S01	v8		pancancer	BIOCARTA_LONGEVITY_PATHWAY(2/15),BIOCARTA_GH_PATHWAY(2/28)
GHR	TH34_1400_S01	v8		pandisease	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING(3/24),BIOCARTA_GH_PATHWAY(3/28),REACTOME_NUCLEAR_SIGNALING_BY_ERBB4(3/38),REACTOME_PROLACTIN_RECEPTOR_SIGNALING(2/14),BIOCARTA_LONGEVITY_PATHWAY(2/15),KEGG_JAK_STAT_SIGNALING_PATHWAY(4/155)
GLYAT	TH34_1400_S01	v8		pancancer	REACTOME_BIOLOGICAL_OXIDATIONS(6/139)
GLYAT	TH34_1400_S01	v8		pandisease	REACTOME_BIOLOGICAL_OXIDATIONS(8/139)
GPAM	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(14/478),REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM(9/168),REACTOME_TRIGLYCERIDE_BIOSYNTHESIS(5/38),REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS(5/82),KEGG_GLYCEROLIPID_METABOLISM(4/49),REACTOME_SYNTHESIS_OF_PA(3/27),REACTOME_PHOSPHOLIPID_METABOLISM(5/198),KEGG_GLYCEROPHOSPHOLIPID_METABOLISM(3/77)
GPAM	TH34_1400_S01	v8		pandisease	HALLMARK_ADIPOGENESIS(28/200),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(21/478),REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM(14/168),REACTOME_TRIGLYCERIDE_BIOSYNTHESIS(7/38),REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS(7/82),KEGG_GLYCEROLIPID_METABOLISM(6/49),REACTOME_PHOSPHOLIPID_METABOLISM(7/198),REACTOME_SYNTHESIS_OF_PA(3/27),KEGG_GLYCEROPHOSPHOLIPID_METABOLISM(3/77)
GPD1	TH34_1400_S01	v8		pancancer	HALLMARK_FATTY_ACID_METABOLISM(11/158),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(14/478),REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM(9/168),REACTOME_TRIGLYCERIDE_BIOSYNTHESIS(5/38),REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS(5/82),REACTOME_SYNTHESIS_OF_PA(3/27),REACTOME_PHOSPHOLIPID_METABOLISM(5/198),KEGG_GLYCEROPHOSPHOLIPID_METABOLISM(3/77)
GPD1	TH34_1400_S01	v8		pandisease	HALLMARK_FATTY_ACID_METABOLISM(18/158),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(21/478),REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM(14/168),REACTOME_TRIGLYCERIDE_BIOSYNTHESIS(7/38),REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS(7/82),REACTOME_PHOSPHOLIPID_METABOLISM(7/198),REACTOME_SYNTHESIS_OF_PA(3/27),KEGG_GLYCEROPHOSPHOLIPID_METABOLISM(3/77)
GPR146	TH34_1400_S01	v8		pancancer	NA
GPR146	TH34_1400_S01	v8		pandisease	NA
GPT	TH34_1400_S01	v8		pancancer	NA
GPT	TH34_1400_S01	v8		pandisease	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES(6/200),REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION(2/17)
GSN	TH34_1400_S01	v8		pancancer	HALLMARK_MYOGENESIS(7/200),HALLMARK_COAGULATION(4/138)
GYG2	TH34_1400_S01	v8		pancancer	REACTOME_GLUCOSE_METABOLISM(4/69),REACTOME_METABOLISM_OF_CARBOHYDRATES(6/247)
GYG2	TH34_1400_S01	v8		pandisease	REACTOME_METABOLISM_OF_CARBOHYDRATES(12/247),REACTOME_GLUCOSE_METABOLISM(8/69)
HADH	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200),HALLMARK_FATTY_ACID_METABOLISM(11/158),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(14/478),REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM(9/168),KEGG_FATTY_ACID_METABOLISM(4/42),PID_HNF3B_PATHWAY(3/45)
HADH	TH34_1400_S01	v8		pandisease	HALLMARK_ADIPOGENESIS(28/200),HALLMARK_FATTY_ACID_METABOLISM(18/158),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(21/478),REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM(14/168),KEGG_FATTY_ACID_METABOLISM(7/42),KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION(6/44),KEGG_BUTANOATE_METABOLISM(5/34),REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION(4/14),KEGG_TRYPTOPHAN_METABOLISM(4/40),KEGG_LYSINE_DEGRADATION(3/44),PID_HNF3B_PATHWAY(3/45)
HCAR2	TH34_1400_S01	v8		pancancer	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS(5/195),REACTOME_SIGNALING_BY_GPCR(9/920)
HCAR2	TH34_1400_S01	v8		pandisease	NA
HMGN2P15	TH34_1400_S01	v8		pancancer	NO_PATHWAY_SUPPORT_RESULTS
HMGN2P15	TH34_1400_S01	v8		pandisease	NO_PATHWAY_SUPPORT_RESULTS
HOOK2	TH34_1400_S01	v8		pancancer	NA
HOOK2	TH34_1400_S01	v8		pandisease	NA
HRASLS5	TH34_1400_S01	v8		pancancer	NA
HRASLS5	TH34_1400_S01	v8		pandisease	NA
HSPB2-C11orf52	TH34_1400_S01	v8		pancancer	NO_PATHWAY_SUPPORT_RESULTS
HSPB7	TH34_1400_S01	v8		pancancer	NA
ITGA7	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200),HALLMARK_MYOGENESIS(7/200),KEGG_DILATED_CARDIOMYOPATHY(4/92),KEGG_ECM_RECEPTOR_INTERACTION(3/84)
ITGA7	TH34_1400_S01	v8		pandisease	HALLMARK_ADIPOGENESIS(28/200),HALLMARK_MYOGENESIS(8/200),KEGG_DILATED_CARDIOMYOPATHY(4/92)
ITGB1BP1	TH34_1400_S01	v8		pancancer	HALLMARK_PEROXISOME(4/104)
ITGB1BP1	TH34_1400_S01	v8		pandisease	HALLMARK_PEROXISOME(4/104)
KCNIP2	TH34_1400_S01	v8		pancancer	NA
KCNIP2	TH34_1400_S01	v8		pandisease	NA
LEP	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200),REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(9/72),REACTOME_INTEGRATION_OF_ENERGY_METABOLISM(9/120),KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY(7/67),NABA_MATRISOME(15/1028),REACTOME_DEVELOPMENTAL_BIOLOGY(9/396),REACTOME_REGULATION_OF_INSULIN_SECRETION(5/93),NABA_MATRISOME_ASSOCIATED(8/753)
LEP	TH34_1400_S01	v8		pandisease	HALLMARK_ADIPOGENESIS(28/200),REACTOME_INTEGRATION_OF_ENERGY_METABOLISM(10/120),REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(8/72),KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY(6/67),REACTOME_DEVELOPMENTAL_BIOLOGY(8/396),REACTOME_REGULATION_OF_INSULIN_SECRETION(4/93),PID_HIF1_TFPATHWAY(3/66),KEGG_JAK_STAT_SIGNALING_PATHWAY(4/155)
LGALS12	TH34_1400_S01	v8		pancancer	NABA_MATRISOME(15/1028),NABA_MATRISOME_ASSOCIATED(8/753)
LGALS12	TH34_1400_S01	v8		pandisease	NA
LGI4	TH34_1400_S01	v8		pancancer	NABA_MATRISOME(15/1028),NABA_ECM_GLYCOPROTEINS(7/196),NABA_CORE_MATRISOME(7/275)
LINC01140	TH34_1400_S01	v8		pancancer	NO_PATHWAY_SUPPORT_RESULTS
LINC01485	TH34_1400_S01	v8		pancancer	NO_PATHWAY_SUPPORT_RESULTS
LINC01485	TH34_1400_S01	v8		pandisease	NO_PATHWAY_SUPPORT_RESULTS
LIPE	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(14/478),REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS(3/13),REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT(4/46),KEGG_INSULIN_SIGNALING_PATHWAY(5/137),HALLMARK_BILE_ACID_METABOLISM(4/112)
LIPE	TH34_1400_S01	v8		pandisease	HALLMARK_ADIPOGENESIS(28/200),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(21/478),HALLMARK_BILE_ACID_METABOLISM(6/112),KEGG_INSULIN_SIGNALING_PATHWAY(6/137),REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS(3/13),REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT(4/46)
LPL	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200),REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(9/72),KEGG_PPAR_SIGNALING_PATHWAY(8/69),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(14/478),REACTOME_DEVELOPMENTAL_BIOLOGY(9/396),REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT(4/46),KEGG_GLYCEROLIPID_METABOLISM(4/49),BIOCARTA_PPARA_PATHWAY(3/58)
LPL	TH34_1400_S01	v8		pandisease	HALLMARK_ADIPOGENESIS(28/200),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(21/478),KEGG_PPAR_SIGNALING_PATHWAY(9/69),REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(8/72),KEGG_GLYCEROLIPID_METABOLISM(6/49),HALLMARK_CHOLESTEROL_HOMEOSTASIS(6/74),REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT(4/46),REACTOME_DEVELOPMENTAL_BIOLOGY(8/396),BIOCARTA_PPARA_PATHWAY(3/58)
LVRN	TH34_1400_S01	v8		pancancer	NO_PATHWAY_SUPPORT_RESULTS
LVRN	TH34_1400_S01	v8		pandisease	NO_PATHWAY_SUPPORT_RESULTS
LYVE1	TH34_1400_S01	v8		pancancer	REACTOME_METABOLISM_OF_CARBOHYDRATES(6/247)
LYVE1	TH34_1400_S01	v8		pandisease	REACTOME_METABOLISM_OF_CARBOHYDRATES(12/247)
MEOX2	TH34_1400_S01	v8		pancancer	NA
MLXIPL	TH34_1400_S01	v8		pancancer	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM(9/120),BIOCARTA_CHREBP2_PATHWAY(3/42)
MLXIPL	TH34_1400_S01	v8		pandisease	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM(10/120),BIOCARTA_CHREBP2_PATHWAY(4/42)
MMD	TH34_1400_S01	v8		pancancer	HALLMARK_KRAS_SIGNALING_UP(4/200)
MMD	TH34_1400_S01	v8		pandisease	NA
MRAP	TH34_1400_S01	v8		pancancer	HALLMARK_ADIPOGENESIS(17/200)
MRAP	TH34_1400_S01	v8		pandisease	HALLMARK_ADIPOGENESIS(28/200)
MUSTN1	TH34_1400_S01	v8		pancancer	NA
MUSTN1	TH34_1400_S01	v8		pandisease	NA
MYOC	TH34_1400_S01	v8		pancancer	NA
MYOC	TH34_1400_S01	v8		pandisease	NA
MYZAP	TH34_1400_S01	v8		pancancer	NA
MYZAP	TH34_1400_S01	v8		pandisease	NA
NPR1	TH34_1400_S01	v8		pancancer	KEGG_PURINE_METABOLISM(5/159),KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION(3/115)
PALMD	TH34_1400_S01	v8		pancancer	NA
PALMD	TH34_1400_S01	v8		pandisease	NA
PCK1	TH34_1400_S01	v8		pancancer	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(9/72),KEGG_PPAR_SIGNALING_PATHWAY(8/69),KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY(7/67),REACTOME_DEVELOPMENTAL_BIOLOGY(9/396),KEGG_GLYCOLYSIS_GLUCONEOGENESIS(4/62),KEGG_INSULIN_SIGNALING_PATHWAY(5/137),KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION(3/23),REACTOME_GLUCOSE_METABOLISM(4/69),REACTOME_METABOLISM_OF_CARBOHYDRATES(6/247),KEGG_PYRUVATE_METABOLISM(3/40),PID_HNF3B_PATHWAY(3/45),KEGG_CITRATE_CYCLE_TCA_CYCLE(2/32)
PCK1	TH34_1400_S01	v8		pandisease	KEGG_PYRUVATE_METABOLISM(8/40),KEGG_PPAR_SIGNALING_PATHWAY(9/69),REACTOME_METABOLISM_OF_CARBOHYDRATES(12/247),REACTOME_GLUCOSE_METABOLISM(8/69),REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(8/72),KEGG_CITRATE_CYCLE_TCA_CYCLE(6/32),KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION(5/23),KEGG_GLYCOLYSIS_GLUCONEOGENESIS(6/62),KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY(6/67),REACTOME_GLUCONEOGENESIS(4/34),KEGG_INSULIN_SIGNALING_PATHWAY(6/137),REACTOME_DEVELOPMENTAL_BIOLOGY(8/396),PID_HNF3B_PATHWAY(3/45)
PCOLCE2	TH34_1400_S01	v8		pancancer	NABA_MATRISOME(15/1028),NABA_ECM_GLYCOPROTEINS(7/196),NABA_CORE_MATRISOME(7/275)
PDE1B	TH34_1400_S01	v8		pancancer	REACTOME_HEMOSTASIS(10/466),REACTOME_CA_DEPENDENT_EVENTS(4/30),REACTOME_DAG_AND_IP3_SIGNALING(4/32),REACTOME_OPIOID_SIGNALLING(5/78),REACTOME_PLC_BETA_MEDIATED_EVENTS(4/43),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(4/54),REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE(5/137),KEGG_PURINE_METABOLISM(5/159),REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION(4/95),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(4/100),REACTOME_SIGNALING_BY_ERBB2(4/101),REACTOME_SIGNALING_BY_EGFR_IN_CANCER(4/109),REACTOME_SIGNALING_BY_FGFR(4/112),REACTOME_SIGNALLING_BY_NGF(5/217),REACTOME_G_ALPHA_S_SIGNALLING_EVENTS(4/121),REACTOME_SIGNALING_BY_PDGF(4/122),REACTOME_SIGNALING_BY_FGFR_IN_DISEASE(4/127),REACTOME_SIGNALING_BY_GPCR(9/920),REACTOME_CGMP_EFFECTS(2/19),REACTOME_PLATELET_HOMEOSTASIS(3/78),REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE(2/25)
PDE1B	TH34_1400_S01	v8		pandisease	REACTOME_CA_DEPENDENT_EVENTS(4/30),REACTOME_DAG_AND_IP3_SIGNALING(4/32),REACTOME_OPIOID_SIGNALLING(5/78),REACTOME_PLC_BETA_MEDIATED_EVENTS(4/43),REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION(5/95),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(4/54),REACTOME_SIGNALING_BY_PDGF(5/122),REACTOME_SIGNALING_BY_FGFR_IN_DISEASE(5/127),REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE(5/137),REACTOME_HEMOSTASIS(8/466),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(4/100),REACTOME_SIGNALING_BY_ERBB2(4/101),REACTOME_SIGNALING_BY_EGFR_IN_CANCER(4/109),REACTOME_SIGNALING_BY_FGFR(4/112),REACTOME_G_ALPHA_S_SIGNALLING_EVENTS(4/121),REACTOME_SIGNALLING_BY_NGF(5/217),REACTOME_CGMP_EFFECTS(2/19),KEGG_PURINE_METABOLISM(4/159)
PDE2A	TH34_1400_S01	v8		pancancer	REACTOME_HEMOSTASIS(10/466),KEGG_PURINE_METABOLISM(5/159),REACTOME_G_ALPHA_S_SIGNALLING_EVENTS(4/121),REACTOME_SIGNALING_BY_GPCR(9/920),REACTOME_CGMP_EFFECTS(2/19),REACTOME_PLATELET_HOMEOSTASIS(3/78),REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE(2/25),BIOCARTA_NO1_PATHWAY(2/33)
PDE2A	TH34_1400_S01	v8		pandisease	REACTOME_HEMOSTASIS(8/466),REACTOME_G_ALPHA_S_SIGNALLING_EVENTS(4/121),REACTOME_CGMP_EFFECTS(2/19),KEGG_PURINE_METABOLISM(4/159)
PLAC9	TH34_1400_S01	v8		pancancer	NA
PLIN1	TH34_1400_S01	v8		pancancer	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(9/72),KEGG_PPAR_SIGNALING_PATHWAY(8/69),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(14/478),REACTOME_DEVELOPMENTAL_BIOLOGY(9/396),REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS(3/13),REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT(4/46)
PLIN1	TH34_1400_S01	v8		pandisease	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(21/478),KEGG_PPAR_SIGNALING_PATHWAY(9/69),REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION(8/72),REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS(3/13),REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT(4/46),REACTOME_DEVELOPMENTAL_BIOLOGY(8/396)
PLIN4	TH34_1400_S01	v8		pancancer	NA
PLIN4	TH34_1400_S01	v8		pandisease	NA
PLIN5	TH34_1400_S01	v8		pancancer	NA
PLIN5	TH34_1400_S01	v8		pandisease	NA
PNPLA2	TH34_1400_S01	v8		pancancer	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(14/478),REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS(5/82),REACTOME_PHOSPHOLIPID_METABOLISM(5/198)
PNPLA2	TH34_1400_S01	v8		pandisease	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(21/478),REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS(7/82),REACTOME_PHOSPHOLIPID_METABOLISM(7/198)
PPP1R1A	TH34_1400_S01	v8		pancancer	NA
PPP1R1A	TH34_1400_S01	v8		pandisease	NA
